TimeStamp,Occupancy,RoomSupplyAirTemp,RoomTemp,OutsideAirTemp,HeatingSetPoint,CoolingSetPoint,OutsideAirHumidity
2024-06-11T18:03:03Z,true,71.9000015258789,71.5,57.900001525878906,50,80,68.82999420166016
2024-06-11T18:04:04Z,true,71.9000015258789,71.69999694824219,57.900001525878906,50,80,68.82999420166016
2024-06-11T18:05:04Z,true,71.9000015258789,71.69999694824219,58.20000076293945,50,80,68.82999420166016
2024-06-11T18:06:06Z,true,71.9000015258789,71.9000015258789,58.20000076293945,50,80,68.99000549316406
2024-06-11T18:07:06Z,true,71.9000015258789,72.19999694824219,58.20000076293945,50,80,68.99000549316406
2024-06-11T18:08:08Z,true,72,72.19999694824219,58.20000076293945,50,80,68.99000549316406
2024-06-11T18:09:09Z,true,72.0999984741211,72.4000015258789,58.20000076293945,50,80,68.99000549316406
2024-06-11T18:10:10Z,true,72.19999694824219,72.4000015258789,58.20000076293945,50,80,68.99000549316406
2024-06-11T18:11:11Z,true,72.30000305175781,72.69999694824219,58.20000076293945,50,80,68.99000549316406
2024-06-11T18:12:12Z,true,72.4000015258789,72.69999694824219,58.20000076293945,50,80,68.99000549316406
2024-06-11T18:13:13Z,true,72.5,72.9000015258789,58.20000076293945,50,80,68.99000549316406
2024-06-11T18:14:14Z,true,72.5999984741211,72.9000015258789,58.20000076293945,50,80,68.99000549316406
2024-06-11T18:15:15Z,true,72.69999694824219,72.9000015258789,58.20000076293945,50,80,69.22999572753906
2024-06-11T18:16:16Z,true,72.69999694824219,72.9000015258789,58.20000076293945,50,80,69.22999572753906
2024-06-11T18:17:17Z,true,72.80000305175781,73.19999694824219,58.20000076293945,50,80,69.22999572753906
2024-06-11T18:18:18Z,true,72.80000305175781,73.19999694824219,58.20000076293945,50,80,69.22999572753906
2024-06-11T18:19:19Z,true,72.9000015258789,73.19999694824219,58.20000076293945,50,80,69.22999572753906
2024-06-11T18:20:20Z,true,73,73.19999694824219,58.20000076293945,50,80,69.22999572753906
2024-06-11T18:21:21Z,true,73,73.19999694824219,58.400001525878906,50,80,69.22999572753906
2024-06-11T18:22:22Z,true,73.0999984741211,73.19999694824219,58.400001525878906,50,80,69.22999572753906
2024-06-11T18:23:23Z,true,73.0999984741211,73.19999694824219,58.400001525878906,50,80,69.22999572753906
2024-06-11T18:24:24Z,true,73.0999984741211,73.4000015258789,58.400001525878906,50,80,69.22999572753906
2024-06-11T18:25:25Z,true,73.19999694824219,73.4000015258789,58.29999923706055,50,80,69.37000274658203
2024-06-11T18:26:26Z,true,73.19999694824219,73.4000015258789,58.29999923706055,50,80,69.37000274658203
2024-06-11T18:27:27Z,true,73.30000305175781,73.4000015258789,58.29999923706055,50,80,69.37000274658203
2024-06-11T18:28:28Z,true,73.30000305175781,73.4000015258789,58.29999923706055,50,80,69.37000274658203
2024-06-11T18:29:29Z,true,73.4000015258789,73.4000015258789,58.29999923706055,50,80,69.37000274658203
2024-06-11T18:30:30Z,true,73.4000015258789,73.4000015258789,58.29999923706055,50,80,69.37000274658203
2024-06-11T18:31:31Z,true,73.4000015258789,73.4000015258789,58.29999923706055,50,80,69.37000274658203
2024-06-11T18:32:32Z,true,73.5,73.4000015258789,58.29999923706055,50,80,69.37000274658203
2024-06-11T18:33:33Z,true,73.5,73.4000015258789,58.29999923706055,68,70,69.37000274658203
2024-06-11T18:34:34Z,true,73.5,73.69999694824219,58.29999923706055,68,70,69.37000274658203
2024-06-11T18:35:35Z,true,73.5999984741211,73.69999694824219,58.29999923706055,68,70,69.37000274658203
2024-06-11T18:36:36Z,true,73.5999984741211,73.69999694824219,58.29999923706055,68,70,69.37000274658203
2024-06-11T18:37:37Z,true,73.5999984741211,73.69999694824219,58.70000076293945,68,70,69.37000274658203
2024-06-11T18:38:38Z,true,73.5999984741211,73.69999694824219,58.70000076293945,68,70,69.37000274658203
2024-06-11T18:39:39Z,true,73.5999984741211,73.69999694824219,58.70000076293945,68,70,69.37000274658203
2024-06-11T18:40:40Z,true,73.5,73.69999694824219,58.70000076293945,68,70,69.37000274658203
2024-06-11T18:41:41Z,true,73.5,73.69999694824219,58.79999923706055,68,70,69.37000274658203
2024-06-11T18:42:45Z,true,73.5,73.69999694824219,58.79999923706055,68,70,69.37000274658203
2024-06-11T18:43:46Z,true,73.5,73.69999694824219,58.900001525878906,68,70,69.37000274658203
2024-06-11T18:44:47Z,true,73.5,73.69999694824219,58.900001525878906,68,70,69.37000274658203
2024-06-11T18:45:48Z,true,73.5999984741211,73.69999694824219,58.900001525878906,68,70,68.760009765625
2024-06-11T18:46:49Z,true,73.5,73.69999694824219,58.900001525878906,68,70,68.760009765625
2024-06-11T18:47:50Z,true,73.5,73.69999694824219,58.900001525878906,68,70,68.760009765625
2024-06-11T18:48:51Z,true,73.5,73.69999694824219,58.900001525878906,68,70,68.760009765625
2024-06-11T18:49:52Z,true,73.5,73.69999694824219,58.900001525878906,68,70,68.760009765625
2024-06-11T18:50:53Z,true,73.5,73.69999694824219,58.900001525878906,68,70,68.760009765625
2024-06-11T18:51:54Z,true,73.5,73.69999694824219,58.900001525878906,68,70,68.760009765625
2024-06-11T18:52:55Z,true,73.5,73.69999694824219,58.900001525878906,68,70,68.760009765625
2024-06-11T18:53:56Z,true,73.5,73.69999694824219,58.79999923706055,68,70,68.760009765625
2024-06-11T18:54:57Z,true,73.5,73.69999694824219,58.79999923706055,68,70,68.760009765625
2024-06-11T18:55:58Z,true,73.5,73.69999694824219,58.79999923706055,68,70,68.3800048828125
2024-06-11T18:56:59Z,true,73.5,73.69999694824219,58.70000076293945,68,70,68.3800048828125
2024-06-11T18:58:00Z,true,73.5,73.69999694824219,58.70000076293945,68,70,68.3800048828125
2024-06-11T18:59:01Z,true,73.5,73.4000015258789,58.70000076293945,68,70,68.3800048828125
2024-06-11T19:00:02Z,true,73.5,73.69999694824219,58.70000076293945,68,70,68.3800048828125
2024-06-11T19:01:03Z,true,73.5,73.69999694824219,58.70000076293945,68,70,68.3800048828125
2024-06-11T19:02:04Z,true,73.5,73.69999694824219,58.70000076293945,68,70,68.3800048828125
2024-06-11T19:03:05Z,true,73.5,73.4000015258789,58.70000076293945,68,70,68.3800048828125
2024-06-11T19:04:06Z,true,73.4000015258789,73.69999694824219,58.70000076293945,68,70,68.3800048828125
2024-06-11T19:05:07Z,true,73.5,73.69999694824219,58.70000076293945,68,70,68.3800048828125
2024-06-11T19:06:08Z,true,73.4000015258789,73.4000015258789,58.70000076293945,68,70,68.31999969482422
2024-06-11T19:07:09Z,true,73.5,73.69999694824219,58.70000076293945,68,70,68.31999969482422
2024-06-11T19:08:10Z,true,73.5,73.69999694824219,58.70000076293945,68,70,68.31999969482422
2024-06-11T19:09:11Z,true,73.5,73.69999694824219,58.70000076293945,68,70,68.31999969482422
2024-06-11T19:10:12Z,true,73.5,73.69999694824219,58.79999923706055,68,70,68.31999969482422
2024-06-11T19:11:13Z,true,73.5,73.69999694824219,58.79999923706055,68,70,68.31999969482422
2024-06-11T19:12:14Z,true,73.5999984741211,73.69999694824219,58.79999923706055,68,70,68.31999969482422
2024-06-11T19:13:15Z,true,73.5999984741211,73.4000015258789,58.70000076293945,68,70,68.31999969482422
2024-06-11T19:14:16Z,true,73.5999984741211,73.69999694824219,58.70000076293945,68,70,68.31999969482422
2024-06-11T19:15:17Z,true,73.5999984741211,73.4000015258789,58.70000076293945,68,70,68.77999877929688
2024-06-11T19:16:18Z,true,73.5999984741211,73.4000015258789,58.70000076293945,68,70,68.77999877929688
2024-06-11T19:17:19Z,true,73.69999694824219,73.69999694824219,58.70000076293945,68,70,68.77999877929688
